02/10/19,8449
02/11/19,10429
02/12/19,6324
02/13/19,11329
02/14/19,11125
02/15/19,8079
02/16/19,12580
02/17/19,8754
02/18/19,10168
02/19/19,11453
02/20/19,9348
02/21/19,8396
02/22/19,9639
02/23/19,10373
02/24/19,8074
02/25/19,10840
02/26/19,14128
02/27/19,11236
02/28/19,9313
Mar 1 2019,10100
Mar 2 2019,8108
Mar 3 2019,8386
Mar 4 2019,9769
Mar 5 2019,9262
Mar 6 2019,11179
Mar 7 2019,5012
Mar 8 2019,12794
Mar 9 2019,14095
Mar 10 2019,10536
Mar 11 2019,11308
Mar 12 2019,7445
